Name,Total,Ticket_Value,Price,Maturity,Rate,Payment_Date,Place,Institution,Payment_Method,Issuing_Method,Type
2017年甘肃省政府专项债券(一期),30.0000,100.00,100.00,3,3.99,6.16,银行间,甘肃省政府,年付,荷兰式招标,固定
2017年甘肃省政府专项债券(二期),43.1511,100.00,100.00,7,4.04,6.16,银行间,甘肃省政府,年付,荷兰式招标,固定
2017年安徽省政府一般债券(一期),90.8000,100.00,100.00,5,3.85,7.5,银行间,安徽省政府,年付,荷兰式招标,固定
2017年安徽省政府一般债券(二期),100.0000,100.00,100.00,7,4.02,7.5,银行间,安徽省政府,年付,荷兰式招标,固定
2017年安徽省政府专项债券(一期),179.0000,100.00,100.00,5,3.88,7.5,银行间,安徽省政府,年付,荷兰式招标,固定
2017年安徽省政府专项债券(二期),178.0000,100.00,100.00,7,3.98,7.5,银行间,安徽省政府,年付,荷兰式招标,固定
2017年湖南省政府一般债券(一期),142.0000,100.00,100.00,3,3.89,6.21,银行间,湖南省政府,年付,荷兰式招标,固定
2017年湖南省政府一般债券(二期),200.0000,100.00,100.00,5,3.95,6.21,银行间,湖南省政府,年付,荷兰式招标,固定
2017年江西省政府一般债券(五期),16.0500,100.00,100.00,3,3.8,7.10,银行间,江西省政府,年付,荷兰式招标,固定
2017年江西省政府一般债券(六期),48.1500,100.00,100.00,5,3.9,7.10,银行间,江西省政府,年付,荷兰式招标,固定
2017年江西省政府一般债券(八期),48.1500,100.00,100.00,10,4.1,7.10,银行间,江西省政府,半年付,荷兰式招标,固定
2017年江西省政府专项债券(五期),54.2500,100.00,100.00,3,3.87,7.10,银行间,江西省政府,年付,荷兰式招标,固定
2017年江西省政府专项债券(六期),54.2500,100.00,100.00,5,3.92,7.10,银行间,江西省政府,年付,荷兰式招标,固定
2017年江西省政府专项债券(七期),54.2500,100.00,100.00,7,4.01,7.10,银行间,江西省政府,年付,荷兰式招标,固定
2017年江西省政府专项债券(八期),54.2500,100.00,100.00,10,4.08,7.10,银行间,江西省政府,半年付,荷兰式招标,固定
2017年陕西省政府一般债券(七期),100.0000,100.00,100.00,3,3.7,7.19,银行间,陕西省政府,年付,荷兰式招标,固定
2017年陕西省政府一般债券(八期),54.7000,100.00,100.00,10,3.9,7.19,银行间,陕西省政府,半年付,荷兰式招标,固定
2017年陕西省政府专项债券(四期),19.0000,100.00,100.00,5,3.8,7.19,银行间,陕西省政府,年付,荷兰式招标,固定
2017年山东省政府专项债券(二期),24.0000,100.00,100.00,5,3.83,7.6,银行间,山东省政府,年付,荷兰式招标,固定
2017年山东省政府专项债券(三期),10.6500,100.00,100.00,5,3.8,7.6,银行间,山东省政府,年付,荷兰式招标,固定
2017年厦门市政府一般债券(一期),1.8000,100.00,100.00,3,3.67,7.18,银行间,厦门市政府,年付,荷兰式招标,固定
2017年厦门市政府一般债券(二期),5.4000,100.00,100.00,5,3.71,7.18,银行间,厦门市政府,年付,荷兰式招标,固定
2017年厦门市政府一般债券(三期),5.4000,100.00,100.00,7,3.9,7.18,银行间,厦门市政府,年付,荷兰式招标,固定
2017年厦门市政府一般债券(四期),5.4000,100.00,100.00,10,3.88,7.18,银行间,厦门市政府,半年付,荷兰式招标,固定
2017年厦门市政府专项债券(一期),40.0000,100.00,100.00,5,3.81,7.18,银行间,厦门市政府,年付,荷兰式招标,固定
2017年厦门市政府专项债券(二期),39.0000,100.00,100.00,10,3.88,7.18,银行间,财政部,半年付,荷兰式招标,固定
2017年新疆维吾尔自治区政府一般债券(七期),99.4000,100.00,100.00,5,3.88,7.12,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2017年新疆维吾尔自治区政府一般债券(八期),99.3000,100.00,100.00,7,4,7.12,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2017年新疆维吾尔自治区政府专项债券(六期),22.5000,100.00,100.00,5,3.98,7.12,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2017年新疆维吾尔自治区政府专项债券(七期),22.5000,100.00,100.00,7,4,7.12,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2017年北京市政府一般债券(二期),29.0000,100.00,100.00,3,3.5,7.11,银行间,北京市政府,年付,荷兰式招标,固定
2017年北京市政府一般债券(三期),86.2300,100.00,100.00,5,3.61,7.11,银行间,北京市政府,年付,荷兰式招标,固定
2017年北京市政府一般债券(四期),86.6300,100.00,100.00,7,3.82,7.11,银行间,北京市政府,年付,荷兰式招标,固定
2017年北京市政府一般债券(五期),95.1400,100.00,100.00,10,3.88,7.11,银行间,北京市政府,半年付,荷兰式招标,固定
2017年广西壮族自治区政府一般债券(八期),65.0000,100.00,100.00,10,4.09,7.11,银行间,广西壮族自治区政府,半年付,荷兰式招标,固定
2017年广西壮族自治区政府专项债券(七期),32.0000,100.00,100.00,5,3.96,7.11,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2017年广西壮族自治区政府专项债券(八期),95.0000,100.00,100.00,7,4.02,7.11,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2017年广西壮族自治区政府专项债券(九期),8.0000,100.00,100.00,5,3.96,7.11,银行间,广西壮族自治区政府,年付,荷兰式招标,固定
2017年河北省政府一般债券(八期),50.0000,100.00,100.00,3,3.65,7.24,银行间,河北省政府,年付,荷兰式招标,固定
2017年河北省政府一般债券(九期),50.0000,100.00,100.00,5,3.72,7.24,银行间,河北省政府,年付,荷兰式招标,固定
2017年河北省政府一般债券(十期),50.0000,100.00,100.00,7,3.92,7.24,银行间,河北省政府,年付,荷兰式招标,固定
2017年河北省政府一般债券(十一期),13.5100,100.00,100.00,10,3.88,7.24,银行间,河北省政府,半年付,荷兰式招标,固定
2017年河北省政府专项债券(五期),38.0000,100.00,100.00,7,3.9,7.24,银行间,河北省政府,年付,荷兰式招标,固定
2017年河北省政府专项债券(六期),37.4500,100.00,100.00,10,3.93,7.24,银行间,河北省政府,半年付,荷兰式招标,固定
2017年贵州省政府一般债券(五期),120.0000,100.00,100.00,5,3.83,7.21,银行间,贵州省政府,年付,荷兰式招标,固定
2017年贵州省政府一般债券(六期),80.0000,100.00,100.00,10,3.99,7.21,银行间,贵州省政府,半年付,荷兰式招标,固定
2017年贵州省政府专项债券(五期),60.0000,100.00,100.00,5,3.81,7.21,银行间,贵州省政府,年付,荷兰式招标,固定
2017年贵州省政府专项债券(六期),40.0000,100.00,100.00,10,3.88,7.21,银行间,贵州省政府,半年付,荷兰式招标,固定
2017年湖南省政府一般债券(三期),245.4000,100.00,100.00,7,3.98,7.21,银行间,湖南省政府,年付,荷兰式招标,固定
2017年湖南省政府一般债券(四期),300.0000,100.00,100.00,10,4.14,7.21,银行间,湖南省政府,半年付,荷兰式招标,固定
2017年四川省政府一般债券(十七期),90.0000,100.00,100.00,3,3.76,8.2,银行间,四川省政府,年付,荷兰式招标,固定
2017年四川省政府一般债券(十八期),90.0000,100.00,100.00,5,3.87,8.2,银行间,四川省政府,年付,荷兰式招标,固定
2017年四川省政府一般债券(十九期),90.0000,100.00,100.00,7,3.98,8.2,银行间,四川省政府,年付,荷兰式招标,固定
2017年四川省政府一般债券(二十期),30.0000,100.00,100.00,10,3.98,8.2,银行间,四川省政府,半年付,荷兰式招标,固定
2017年山东省政府专项债券(四期),362.0000,100.00,100.00,4,4,8.8,银行间,山东省政府,年付,荷兰式招标,固定
2017年山东省政府专项债券(五期),15.0000,100.00,100.00,7,3.97,8.8,银行间,山东省政府,年付,荷兰式招标,固定
2017年海南省本级收费公路专项债券(一期)―2017年海南省政府专项债券(一期),20.0000,100.00,100.00,7,4.02,8.18,银行间,海南省政府,年付,荷兰式招标,固定
2017年海南省政府专项债券(二期),30.0000,100.00,100.00,5,3.86,8.18,银行间,海南省政府,年付,荷兰式招标,固定
2017年海南省政府专项债券(三期),30.0000,100.00,100.00,10,4.09,8.18,银行间,海南省政府,半年付,荷兰式招标,固定
2017年广东省汕头市土地储备专项债券(1期)-2017年广东省政府专项债券(9期),6.6700,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省佛山市土地储备专项债券(1期)-2017年广东省政府专项债券(10期),24.6400,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省韶关市土地储备专项债券(1期)-2017年广东省政府专项债券(11期),4.1500,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省河源市土地储备专项债券(1期)-2017年广东省政府专项债券(12期),4.3700,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省梅州市土地储备专项债券(1期)-2017年广东省政府专项债券(13期),15.5300,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省惠州市土地储备专项债券(1期)-2017年广东省政府专项债券(14期),10.3000,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省汕尾市土地储备专项债券(1期)-2017年广东省政府专项债券(15期),13.5600,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省东莞市土地储备专项债券(1期)-2017年广东省政府专项债券(16期),0.8400,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省中山市土地储备专项债券(1期)-2017年广东省政府专项债券(17期),21.7700,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省江门市土地储备专项债券(1期)-2017年广东省政府专项债券(18期),1.6700,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省阳江市土地储备专项债券(1期)-2017年广东省政府专项债券(19期),6.4100,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省湛江市土地储备专项债券(1期)-2017年广东省政府专项债券(20期),6.3400,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省茂名市土地储备专项债券(1期)-2017年广东省政府专项债券(21期),7.7000,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省肇庆市土地储备专项债券(1期)-2017年广东省政府专项债券(22期),3.6900,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省清远市土地储备专项债券(1期)-2017年广东省政府专项债券(23期),2.6500,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省潮州市土地储备专项债券(1期)-2017年广东省政府专项债券(24期),6.4200,100.00,100.00,5,3.8,8.11,银行间,广东省政,年付,荷兰式招标,固定
2017年广东省揭阳市土地储备专项债券(1期)-2017年广东省政府专项债券(25期),4.3600,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省云浮市土地储备专项债券(1期)-2017年广东省政府专项债券(26期),1.3700,100.00,100.00,5,3.8,8.11,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省本级收费公路专项债券(1期)-2017年广东省政府专项债券(27期),63.0000,100.00,100.00,7,3.99,8.11,银行间,广东省政,年付,荷兰式招标,固定
2017年广东省政府一般债券(九期),21.2000,100.00,100.00,3,3.57,8.14,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省政府一般债券(十期),15.9000,100.00,100.00,5,3.81,8.14,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省政府一般债券(十一期),15.9000,100.00,100.00,7,3.99,8.14,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省政府专项债券(二十八期),24.0000,100.00,100.00,5,3.81,8.14,银行间,广东省政府,年付,荷兰式招标,固定
2017年广东省政府专项债券(二十九期),24.0000,100.00,100.00,7,3.99,8.14,银行间,广东省政府,年付,荷兰式招标,固定
2017年安徽省政府专项债券(三期),87.1455,100.00,100.00,5,4,9.1,银行间,安徽省政府,年付,荷兰式招标,固定
2017年安徽省政府专项债券(四期),80.0000,100.00,100.00,7,4.08,9.1,银行间,安徽省政府,年付,荷兰式招标,固定
2017年新疆维吾尔自治区政府一般债券(九期),44.4000,100.00,100.00,10,4.06,8.28,银行间,新疆维吾尔自治区政府,半年付,荷兰式招标,固定
2017年新疆维吾尔自治区政府专项债券(八期),34.1000,100.00,100.00,5,3.9,8.28,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2017年新疆维吾尔自治区乌鲁木齐市土地储备专项债券(一期)-2017年新疆维吾尔自治区政府专项债券(九期),7.7000,100.00,100.00,5,4,8.28,银行间,新疆维吾尔自治区政府,年付,荷兰式招标,固定
2017年新疆维吾尔自治区昌吉回族自治州土地储备专项债券(一期)-2017年新疆维吾尔自治区政府专项债券(十期),1.2000,100.00,100.00,5,4.15,8.28,银行间,新疆维吾尔自治区,年付,荷兰式招标,固定
2017年新疆维吾尔自治区政府专项债券(十一期),1.1000,100.00,100.00,5,4.15,8.28,银行间,新疆维吾尔自治区,年付,荷兰式招标,固定
2017年吉林省政府一般债券(五期),77.5370,100.00,100.00,3,3.83,9.7,银行间,吉林省政府,年付,荷兰式招标,固定
2017年吉林省长春市土地储备专项债券(1期)-2017年吉林省政府专项债券(2期),5.6200,100.00,100.00,5,3.92,9.7,银行间,吉林省政府,年付,荷兰式招标,固定
2017年吉林省吉林市土地储备专项债券(1期)-2017年吉林省政府专项债券(3期),1.0800,100.00,100.00,5,3.92,9.7,银行间,吉林省政府,年付,荷兰式招标,固定
2017吉林省前郭尔罗斯自治县土地储备专项债券(1期)-2017吉林省政府专项债券4期,3.3000,100.00,100.00,5,4,9.7,银行间,吉林省政府,年付,荷兰式招标,固定
2017年浙江省本级收费公路专项债券(1期)—2017年浙江省政府专项债券(4期),80.4000,100.00,100.00,7,3.86,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省温州市收费公路专项债券(1期)—2017年浙江省政府专项债券(5期),0.3000,100.00,100.00,7,3.71,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省绍兴市收费公路专项债券(1期)—2017年浙江省政府专项债券(6期),4.8000,100.00,100.00,7,3.96,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省金华市收费公路专项债券(1期)—2017年浙江省政府专项债券(7期),2.5000,100.00,100.00,7,3.86,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省衢州市收费公路专项债券(1期)—2017年浙江省政府专项债券(8期),2.8000,100.00,100.00,7,3.86,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省丽水市收费公路专项债券(1期)—2017年浙江省政府专项债券(9期),0.2000,100.00,100.00,7,3.71,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省温州市收费公路专项债券(2期)-2017年浙江省政府专项债券(10期),13.8000,100.00,100.00,5,3.77,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省嘉兴市收费公路专项债券(1期)-2017年浙江省政府专项债券(11期),5.0000,100.00,100.00,5,3.67,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省绍兴市收费公路专项债券(2期)-2017年浙江省政府专项债券(12期),20.2000,100.00,100.00,5,3.77,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省政府专项债券(十三期),132.0000,100.00,100.00,10,3.91,9.1,银行间,浙江省政府,半年付,荷兰式招标,固定
2017年浙江省衢州市土地储备专项债券(1期)-2017年浙江省政府专项债券(14期),14.0000,100.00,100.00,5,3.77,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省丽水市土地储备专项债券(1期)-2017年浙江省政府专项债券(15期),5.3000,100.00,100.00,5,3.67,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省杭州市土地储备专项债券(1期)-2017年浙江省政府专项债券(16期),30.0000,100.00,100.00,5,3.63,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省温州市土地储备专项债券(1期)-2017年浙江省政府专项债券(17期),67.0000,100.00,100.00,5,3.77,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省嘉兴市土地储备专项债券(1期)-2017年浙江省政府专项债券(18期),8.3000,100.00,100.00,5,3.77,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省金华市土地储备专项债券(1期)-2017年浙江省政府专项债券(19期),27.3000,100.00,100.00,5,3.77,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省舟山市土地储备专项债券(1期)-2017年浙江省政府专项债券(20期),2.5000,100.00,100.00,5,3.7,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省台州市土地储备专项债券(1期)-2017年浙江省政府专项债券(21期),35.6000,100.00,100.00,5,3.77,9.1,银行间,浙江省政府,年付,荷兰式招标,固定
2017年山西省政府一般债券(六期),15.8300,100.00,100.00,3,3.58,9.6,银行间,山西省政府,年付,荷兰式招标,固定
2017年山西省政府一般债券(七期),100.0000,100.00,100.00,10,3.93,9.6,银行间,山西省政府,半年付,荷兰式招标,固定
2017年山西省太原市土地储备专项债券(一期)—2017年山西省政府专项债券(五期),11.0000,100.00,100.00,5,3.62,9.6,银行间,山西省政府,年付,荷兰式招标,固定
2017年山西省大同市土地储备专项债券(一期)—2017年山西省政府专项债券(六期),2.0000,100.00,100.00,5,3.72,9.6,银行间,山西省政府,年付,荷兰式招标,固定
2017年山西省晋城市土地储备专项债券(一期)—2017年山西省政府专项债券(七期),0.6000,100.00,100.00,5,3.77,9.6,银行间,山西省政府,年付,荷兰式招标,固定
2017年山西省晋中市土地储备专项债券(一期)—2017年山西省政府专项债券(八期),9.0000,100.00,100.00,5,3.62,9.6,银行间,山西省政府,年付,荷兰式招标,固定
2017年山西省临汾市土地储备专项债券(一期)―2017年山西省政府专项债券(九期),1.0000,100.00,100.00,5,3.77,9.6,银行间,山西省政府,年付,荷兰式招标,固定
2017年山西省运城市土地储备专项债券(一期)—2017年山西省政府专项债券(十期),0.2000,100.00,100.00,5,3.62,9.6,银行间,山西省政府,年付,荷兰式招标,固定
2017年山西省本级收费公路专项债券(一期)-2017年山西省政府专项债券(十一期),30.0000,100.00,100.00,10,4.12,9.6,银行间,山西省政府,半年付,荷兰式招标,固定
2017年贵州省政府一般债券(七期),82.0000,100.00,100.00,3,3.83,9.8,银行间,贵州省政府,年付,荷兰式招标,固定
2017年贵州省政府一般债券(八期),57.0000,100.00,100.00,5,3.88,9.8,银行间,贵州省政府,年付,荷兰式招标,固定
2017年贵州省政府一般债券(九期),123.0000,100.00,100.00,7,4.01,9.8,银行间,贵州省政府,年付,荷兰式招标,固定
2017年贵州省政府一般债券(十期),38.0000,100.00,100.00,10,3.95,9.8,银行间,贵州省政府,半年付,荷兰式招标,固定
2017年河北省政府定向置换一般债券(一期),59.9600,100.00,100.00,3,3.3,3.2,银行间,河北省政府,年付,荷兰式招标,固定
2017年河北省政府定向置换一般债券(二期),59.9800,100.00,100.00,5,3.45,3.2,银行间,河北省政府,年付,荷兰式招标,固定
2017年河北省政府定向置换专项债券(一期),25.8800,100.00,100.00,3,3.3,3.2,银行间,河北省政府,年付,荷兰式招标,固定
2017年四川省政府定向承销置换一般债券(一期),47.9670,100.00,100.00,3,3.36,3.21,银行间,四川省政府,年付,荷兰式招标,固定
2017年四川省政府定向承销置换一般债券(二期),47.9670,100.00,100.00,5,3.59,3.21,银行间,四川省政府,年付,荷兰式招标,固定
2017年四川省政府定向承销置换一般债券(三期),47.9670,100.00,100.00,7,3.68,3.21,银行间,四川省政府,年付,荷兰式招标,固定
2017年四川省政府定向承销置换一般债券(四期),15.9890,0.00,100.00,100,3.87,3.21,银行间,四川省政府,半年付,荷兰式招标,固定
2017年四川省政府定向承销置换专项债券(一期),65.0140,100.00,100.00,3,3.36,3.21,银行间,四川省政府,年付,荷兰式招标,固定
2017年四川省政府定向承销置换专项债券(二期),65.0140,100.00,100.00,5,3.59,3.21,银行间,四川省政府,年付,荷兰式招标,固定
2017年四川省政府定向承销置换专项债券(三期),65.0140,100.00,100.00,7,3.68,3.21,银行间,四川省政府,年付,荷兰式招标,固定
2017年四川省政府定向承销置换专项债券(四期),21.6680,100.00,100.00,10,3.87,3.21,银行间,四川省政府,半年付,荷兰式招标,固定
2017年陕西省政府定向承销发行一般债券(一期),33.1717,100.00,100.00,10,3.79,3.29,银行间,陕西省政府,半年付,荷兰式招标,固定
2017年陕西省政府定向承销发行专项债券(一期),23.2553,100.00,100.00,3,3.46,3.29,银行间,陕西省政府,年付,荷兰式招标,固定
2017年陕西省政府定向承销发行专项债券(二期),34.8835,100.00,100.00,5,3.6,3.29,银行间,陕西省政府,年付,荷兰式招标,固定
2017年陕西省政府定向承销发行专项债券(三期),34.8835,100.00,100.00,7,3.71,3.29,银行间,陕西省政府,年付,荷兰式招标,固定
2017年陕西省政府定向承销发行专项债券(四期),23.7740,100.00,100.00,10,3.79,3.29,银行间,陕西省政府,半年付,荷兰式招标,固定
2017年浙江省政府定向发行置换一般债券(一期),32.1460,100.00,100.00,5,3.58,3.31,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省政府定向发行置换一般债券(二期),32.1460,100.00,100.00,7,3.7,3.31,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省政府定向发行置换一般债券(三期),42.8613,100.00,100.00,10,3.77,3.31,银行间,浙江省政府,半年付,荷兰式招标,固定
2017年浙江省政府定向发行置换专项债券(一期),110.8896,100.00,100.00,5,3.58,3.31,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省政府定向发行置换专项债券(二期),44.3558,100.00,100.00,7,3.7,3.31,银行间,浙江省政府,年付,荷兰式招标,固定
2017年浙江省政府定向发行置换专项债券(三期),66.5338,100.00,100.00,10,3.77,3.31,银行间,浙江省政府,半年付,荷兰式招标,固定
2017年北京市政府定向承销发行的置换一般债券(一期),5.5706,100.00,100.00,3,3.46,3.29,银行间,北京市政府,年付,荷兰式招标,固定
2017年北京市政府定向承销发行的置换一般债券(二期),5.4492,100.00,100.00,5,3.6,3.29,银行间,北京市政府,年付,荷兰式招标,固定
2017年北京市政府定向承销发行的置换一般债券(三期),6.0000,100.00,100.00,7,3.71,3.29,银行间,北京市政府,年付,荷兰式招标,固定
2017年北京市政府定向承销发行的置换一般债券(四期),5.4000,100.00,100.00,10,3.79,3.29,银行间,北京市政府,半年付,荷兰式招标,固定
2017年北京市政府定向承销发行的置换专项债券(一期),137.4100,100.00,100.00,3,3.46,3.29,银行间,北京市政府,年付,荷兰式招标,固定
2017年北京市政府定向承销发行的置换专项债券(二期),92.0000,100.00,100.00,5,3.6,3.29,银行间,北京市政府,年付,荷兰式招标,固定
2017年北京市政府定向承销发行的置换专项债券(三期),87.0000,100.00,100.00,7,3.71,3.29,银行间,北京市政府,年付,荷兰式招标,固定
2017年北京市政府定向承销发行的置换专项债券(四期),17.6500,100.00,100.00,10,3.79,3.29,银行间,北京市政府,半年付,荷兰式招标,固定
2017年安徽省政府定向承销发行的置换一般债券(一期),17.0165,100.00,100.00,3,3.5,3.31,银行间,安徽省政府,年付,荷兰式招标,固定
2017年安徽省政府定向承销发行的置换一般债券(二期),48.0000,100.00,100.00,5,3.58,3.31,银行间,安徽省政府,年付,荷兰式招标,固定
2017年安徽省政府定向承销发行的置换一般债券(三期),48.0000,100.00,100.00,7,3.7,3.31,银行间,安徽省政府,年付,荷兰式招标,固定
2017年安徽省政府定向承销发行的置换一般债券(四期),48.0000,100.00,100.00,10,3.77,3.31,银行间,安徽省政府,半年付,荷兰式招标,固定
2017年安徽省政府定向承销发行的置换专项债券(一期),76.8663,100.00,100.00,5,3.58,3.31,银行间,安徽省政府,年付,荷兰式招标,固定
2017年安徽省政府定向承销发行的置换专项债券(二期),76.0000,100.00,100.00,7,3.7,3.31,银行间,安徽省政府,年付,荷兰式招标,固定
2017年山东省政府定向承销发行的置换一般债券(一期),150.2250,100.00,100.00,7,3.69,4.1,银行间,山东省政府,年付,荷兰式招标,固定
2017年山东省政府定向承销发行的置换一般债券(二期),150.2250,100.00,100.00,10,3.75,4.1,银行间,山东省政府,半年付,荷兰式招标,固定
2017年山东省政府定向承销发行的置换专项债券(一期),105.4950,100.00,100.00,7,3.69,4.1,银行间,山东省政府,年付,荷兰式招标,固定
2017年山东省政府定向承销发行的置换专项债券(二期),105.4950,100.00,100.00,10,3.75,4.1,银行间,山东省政府,半年付,荷兰式招标,固定
2017年吉林省政府定向承销发行的(置换)专项债券(一期),131.4425,100.00,100.00,5,3.56,4.1,银行间,吉林省政府,年付,荷兰式招标,固定
2017年青海省政府定向承销发行的置换一般债券(一期),10.5578,100.00,100.00,3,3.49,4.19,银行间,青海省政府,年付,荷兰式招标,固定
2017年青海省政府定向承销发行的置换一般债券(二期),23.5499,100.00,100.00,5,3.62,4.19,银行间,青海省政府,年付,荷兰式招标,固定
2017年青海省政府定向承销发行的置换一般债券(三期),23.5500,100.00,100.00,7,3.75,4.19,银行间,青海省政府,年付,荷兰式招标,固定
2017年青海省政府定向承销发行的置换一般债券(四期),23.5500,100.00,100.00,10,3.83,4.19,银行间,青海省政府,年付,荷兰式招标,固定
2017年青海省政府定向承销发行的置换专项债券(一期),7.1885,100.00,100.00,3,3.49,4.19,银行间,青海省政府,年付,荷兰式招标,固定
2017年青海省政府定向承销发行的置换专项债券(二期),9.9300,100.00,100.00,5,3.62,4.19,银行间,青海省政府,年付,荷兰式招标,固定
2017年青海省政府定向承销发行的置换专项债券(三期),7.1820,100.00,100.00,7,3.75,4.19,银行间,青海省政府,年付,荷兰式招标,固定
2017年青海省政府定向承销发行的置换专项债券(四期),9.9300,100.00,100.00,10,3.83,4.19,银行间,青海省政府,半年付,荷兰式招标,固定
2017年内蒙古自治区政府定向置换一般债券(一期),7.9763,100.00,100.00,3,3.48,4.18,银行间,内蒙古自治区政府,年付,荷兰式招标,固定
2017年内蒙古自治区政府定向置换一般债券(二期),22.7500,100.00,100.00,5,3.6,4.18,银行间,内蒙古自治区政府,年付,荷兰式招标,固定
2017年内蒙古自治区政府定向置换一般债券(三期),22.7500,100.00,100.00,7,3.73,4.18,银行间,内蒙古自治区政府,年付,荷兰式招标,固定
2017年内蒙古自治区政府定向置换一般债券(四期),22.7500,100.00,100.00,10,3.81,4.18,银行间,内蒙古自治区政府,半年付,荷兰式招标,固定
2017年内蒙古自治区政府定向置换专项债券(一期),23.1115,100.00,100.00,5,3.6,4.18,银行间,内蒙古自治区政府,年付,荷兰式招标,固定
2017年内蒙古自治区政府定向置换专项债券(二期),23.1115,100.00,100.00,10,3.81,4.18,银行间,内蒙古自治区政府,半年付,荷兰式招标,固定
2017年黑龙江省政府定向置换一般债券(一期),34.7398,100.00,100.00,3,3.47,4.13,银行间,黑龙江省政府,年付,荷兰式招标,固定
2017年黑龙江省政府定向置换一般债券(二期),62.3345,100.00,100.00,5,3.56,4.13,银行间,黑龙江省政府,年付,荷兰式招标,固定
2017年黑龙江省政府定向置换一般债券(三期),63.8547,100.00,100.00,7,3.71,4.13,银行间,黑龙江省政府,年付,荷兰式招标,固定
2017年黑龙江省政府定向置换一般债券(四期),53.6900,100.00,100.00,10,3.8,4.13,银行间,黑龙江省政府,半年付,荷兰式招标,固定
2017年黑龙江省政府定向置换专项债券(一期),7.9685,100.00,100.00,3,3.47,4.13,银行间,黑龙江省政府,年付,荷兰式招标,固定
2017年黑龙江省政府定向置换专项债券(二期),30.9155,100.00,100.00,5,3.56,4.13,银行间,黑龙江省政府,年付,荷兰式招标,固定
2017年黑龙江省政府定向置换专项债券(三期),18.0000,100.00,100.00,7,3.71,4.13,银行间,黑龙江省政府,年付,荷兰式招标,固定
2017年黑龙江省政府定向置换专项债券(四期),18.0000,100.00,100.00,10,3.8,4.13,银行间,黑龙江省政府,半年付,荷兰式招标,固定
